Date_reported,Country_code,Country,WHO_region,Covid_new_hospitalizations_last_7days,Covid_new_icu_admissions_last_7days,Covid_new_hospitalizations_last_28days,Covid_new_icu_admissions_last_28days
2024-07-14,GMB,GAMBIA,AFR,,,,
2024-07-14,GEO,GEORGIA,EUR,9,,22,
2024-07-14,DEU,GERMANY,EUR,,,,
2024-07-14,GHA,GHANA,AFR,,,,
2024-07-14,GIB,GIBRALTAR,EUR,,,,
2024-07-14,GRC,GREECE,EUR,669,13,2203,33
2024-07-14,GRL,GREENLAND,EUR,,,,
2024-07-14,GRD,GRENADA,AMR,,,,
2024-07-14,GLP,GUADELOUPE,AMR,,,,
2024-07-14,GUM,GUAM,WPR,,,,
2024-07-14,GTM,GUATEMALA,AMR,1,0,1,0
2024-07-14,GGY,GUERNSEY,EUR,,,,
2024-07-14,GIN,GUINEA,AFR,,,,
2024-07-14,GNB,GUINEA-BISSAU,AFR,,,,
2024-07-14,GUY,GUYANA,AMR,0,0,0,0
2024-07-14,HTI,HAITI,AMR,0,0,0,0
2024-07-14,VAT,HOLY SEE,EUR,,,,
2024-07-14,HND,HONDURAS,AMR,1,0,17,0
2024-07-14,HUN,HUNGARY,EUR,7,0,14,0
2024-07-14,ISL,ICELAND,EUR,,,,
2024-07-14,IND,INDIA,SEAR,,,,
2024-07-14,IDN,INDONESIA,SEAR,,,,
2024-07-14,XXL,International commercial vessel,OTHER,,,,
2024-07-14,XXF,International conveyance (American Samoa),OTHER,,,,
2024-07-14,XXJ,International conveyance (Diamond Princess),OTHER,,,,
2024-07-14,XXI,International conveyance (Kiribati),OTHER,,,,
2024-07-14,XXG,International conveyance (Solomon Islands),OTHER,,,,
2024-07-14,XXH,International conveyance (Vanuatu),OTHER,,,,
2024-07-14,IRN,IRAN (ISLAMIC REPUBLIC OF),EMR,,,,
2024-07-14,IRQ,IRAQ,EMR,,,,
2024-07-14,IRL,IRELAND,EUR,332,1,1620,15
2024-07-14,IMN,ISLE OF MAN,EUR,,,,
2024-07-14,ISR,ISRAEL,EUR,,,,
2024-07-14,ITA,ITALY,EUR,617,15,1608,43
2024-07-14,JAM,JAMAICA,AMR,,,,
2024-07-14,JPN,JAPAN,WPR,,,,
2024-07-14,JEY,JERSEY,EUR,,,,
2024-07-14,JOR,JORDAN,EMR,,,,
2024-07-14,KAZ,KAZAKHSTAN,EUR,,,,
2024-07-14,KEN,KENYA,AFR,,,,
2024-07-14,KIR,KIRIBATI,WPR,,,,
2024-07-14,XKX,Kosovo (in accordance with UN Security Council Resolution 1244 (1999)),EUR,,,,
2024-07-14,KWT,KUWAIT,EMR,,,,
2024-07-14,KGZ,KYRGYZSTAN,EUR,,,,
2024-07-14,LAO,LAO PEOPLE'S DEMOCRATIC REPUBLIC,WPR,,,,
2024-07-14,LVA,LATVIA,EUR,,,,
2024-07-14,LBN,LEBANON,EMR,,,,
2024-07-14,LSO,LESOTHO,AFR,,,,
2024-07-14,LBR,LIBERIA,AFR,,,,
2024-07-14,LBY,LIBYA,EMR,,,,
2024-07-14,LIE,LIECHTENSTEIN,EUR,,,,
2024-07-14,LTU,LITHUANIA,EUR,,,,
2024-07-14,LUX,LUXEMBOURG,EUR,,,,
2024-07-14,MDG,MADAGASCAR,AFR,,,,
2024-07-14,MWI,MALAWI,AFR,,,,
2024-07-14,MYS,MALAYSIA,WPR,222,6,934,17
2024-07-14,MDV,MALDIVES,SEAR,,,,
2024-07-14,MLI,MALI,AFR,,,,
2024-07-14,MLT,MALTA,EUR,72,,293,11
2024-07-14,MHL,MARSHALL ISLANDS,WPR,,,,
2024-07-14,MTQ,MARTINIQUE,AMR,,,,
2024-07-14,MRT,MAURITANIA,AFR,0,0,0,0
2024-07-14,MUS,MAURITIUS,AFR,2,0,9,0
2024-07-14,MYT,MAYOTTE,AFR,,,,
2024-07-14,MEX,MEXICO,AMR,156,6,427,16
2024-07-14,FSM,MICRONESIA (FEDERATED STATES OF),WPR,,,,
2024-07-14,MCO,MONACO,EUR,,,,
2024-07-14,MNG,MONGOLIA,WPR,0,0,0,0
2024-07-14,MNE,MONTENEGRO,EUR,,,,
2024-07-14,MSR,MONTSERRAT,AMR,,,,
2024-07-14,MAR,MOROCCO,EMR,,,,
2024-07-14,MOZ,MOZAMBIQUE,AFR,,,,
2024-07-14,MMR,MYANMAR,SEAR,,,,
2024-07-14,NAM,NAMIBIA,AFR,,,,
2024-07-14,NRU,NAURU,WPR,,,,
2024-07-14,NPL,NEPAL,SEAR,,,,
2024-07-14,NLD,NETHERLANDS,EUR,,,,
2024-07-14,NCL,NEW CALEDONIA,WPR,,,,
2024-07-14,NZL,NEW ZEALAND,WPR,202,5,889,30
2024-07-14,NIC,NICARAGUA,AMR,,,,
2024-07-14,NER,NIGER,AFR,,,,
2024-07-14,NGA,NIGERIA,AFR,,,,
2024-07-14,NIU,NIUE,WPR,,,,
2024-07-14,MKD,NORTH MACEDONIA,EUR,1,0,4,0
2024-07-14,MNP,NORTHERN MARIANA ISLANDS (COMMONWEALTH OF THE),WPR,,,,
2024-07-14,NOR,NORWAY,EUR,,,,0
2024-07-14,PSE,"OCCUPIED PALESTINIAN TERRITORY, INCLUDING EAST JERUSALEM",EMR,,,,
2024-07-14,OMN,OMAN,EMR,,,,
2024-07-14,PAK,PAKISTAN,EMR,,,,
2024-07-14,PLW,PALAU,WPR,,,,
2024-07-14,PAN,PANAMA,AMR,16,2,54,4
2024-07-14,PNG,PAPUA NEW GUINEA,WPR,,,,
2024-07-14,PRY,PARAGUAY,AMR,,,,
2024-07-14,PER,PERU,AMR,16,0,43,1
2024-07-14,PHL,PHILIPPINES,WPR,,,,
2024-07-14,PCN,PITCAIRN ISLANDS,WPR,,,,
2024-07-14,POL,POLAND,EUR,2,,5,
2024-07-14,PRT,PORTUGAL,EUR,16,,104,
2024-07-14,PRI,PUERTO RICO,AMR,,,,
2024-07-14,QAT,QATAR,EMR,,,,
2024-07-14,KOR,REPUBLIC OF KOREA,WPR,,,,
2024-07-14,MDA,REPUBLIC OF MOLDOVA,EUR,,,,
2024-07-14,REU,RÉUNION,AFR,,,,
2024-07-14,ROU,ROMANIA,EUR,,,,
2024-07-14,RUS,RUSSIAN FEDERATION,EUR,833,,2659,
2024-07-14,RWA,RWANDA,AFR,,,,
2024-07-14,BLM,SAINT BARTHÉLEMY,AMR,,,,
2024-07-14,SHN,SAINT HELENA,AFR,,,,
2024-07-14,KNA,SAINT KITTS AND NEVIS,AMR,,,,
2024-07-14,LCA,SAINT LUCIA,AMR,0,,0,
2024-07-14,MAF,SAINT MARTIN,AMR,,,,
2024-07-14,SPM,SAINT PIERRE AND MIQUELON,AMR,,,,
2024-07-14,VCT,SAINT VINCENT AND THE GRENADINES,AMR,,,,
2024-07-14,WSM,SAMOA,WPR,,,,
2024-07-14,SMR,SAN MARINO,EUR,,,,
2024-07-14,STP,SAO TOME AND PRINCIPE,AFR,,,,
2024-07-14,SAU,SAUDI ARABIA,EMR,,,,
2024-07-14,SEN,SENEGAL,AFR,,,,
2024-07-14,SRB,SERBIA,EUR,,,,
2024-07-14,SYC,SEYCHELLES,AFR,,,,
2024-07-14,SLE,SIERRA LEONE,AFR,,,,
2024-07-14,SGP,SINGAPORE,WPR,134,3,574,9
2024-07-14,SXM,SINT MAARTEN,AMR,,,,
2024-07-14,SVK,SLOVAKIA,EUR,9,0,19,1
2024-07-14,SVN,SLOVENIA,EUR,,,,
2024-07-14,SLB,SOLOMON ISLANDS,WPR,,,,
2024-07-14,SOM,SOMALIA,EMR,,,,
2024-07-14,ZAF,SOUTH AFRICA,AFR,,,,
2024-07-14,SSD,SOUTH SUDAN,AFR,,,,
2024-07-14,ESP,SPAIN,EUR,,,,
2024-07-14,LKA,SRI LANKA,SEAR,,,,
2024-07-14,SDN,SUDAN,EMR,,,,
2024-07-14,SUR,SURINAME,AMR,0,,0,
2024-07-14,SWE,SWEDEN,EUR,,2,,7
2024-07-14,CHE,SWITZERLAND,EUR,,,,
2024-07-14,SYR,SYRIAN ARAB REPUBLIC,EMR,,,,
2024-07-14,TJK,TAJIKISTAN,EUR,,,,
2024-07-14,THA,THAILAND,SEAR,1004,,7460,
2024-07-14,GBR,THE UNITED KINGDOM,EUR,,,,
2024-07-14,TLS,TIMOR-LESTE,SEAR,,,,
2024-07-14,TGO,TOGO,AFR,,,,
2024-07-14,TKL,TOKELAU,WPR,,,,
2024-07-14,TON,TONGA,WPR,,,,
2024-07-14,TTO,TRINIDAD AND TOBAGO,AMR,,,,
2024-07-14,TUN,TUNISIA,EMR,,,,
2024-07-14,TUR,TURKEY,EUR,,,,
2024-07-14,TKM,TURKMENISTAN,EUR,,,,
2024-07-14,TCA,TURKS AND CAICOS ISLANDS,AMR,1,,3,
2024-07-14,TUV,TUVALU,WPR,,,,
2024-07-14,UGA,UGANDA,AFR,,,,
2024-07-14,UKR,UKRAINE,EUR,0,0,1,0
2024-07-14,ARE,UNITED ARAB EMIRATES,EMR,,,,
2024-07-14,TZA,UNITED REPUBLIC OF TANZANIA,AFR,,,,
2024-07-14,USA,UNITED STATES OF AMERICA,AMR,1103,,3710,
2024-07-14,VIR,UNITED STATES VIRGIN ISLANDS,AMR,,,,
2024-07-14,URY,URUGUAY,AMR,3,0,13,2
2024-07-14,UZB,UZBEKISTAN,EUR,,,,
2024-07-14,VUT,VANUATU,WPR,,,,
2024-07-14,VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),AMR,,,,
2024-07-14,VNM,VIET NAM,WPR,,,,
2024-07-14,WLF,WALLIS AND FUTUNA,WPR,,,,
2024-07-14,YEM,YEMEN,EMR,,,,
2024-07-14,ZMB,ZAMBIA,AFR,,,,
2024-07-14,ZWE,ZIMBABWE,AFR,,,,
2024-07-07,AFG,AFGHANISTAN,EMR,,,,
2024-07-07,ALB,ALBANIA,EUR,13,,31,
2024-07-07,DZA,ALGERIA,AFR,,,,
2024-07-07,ASM,AMERICAN SAMOA,WPR,,,,
2024-07-07,AND,ANDORRA,EUR,,,,
2024-07-07,AGO,ANGOLA,AFR,0,0,0,0
2024-07-07,AIA,ANGUILLA,AMR,,,,
2024-07-07,ATG,ANTIGUA AND BARBUDA,AMR,,,,
2024-07-07,ARG,ARGENTINA,AMR,36,,174,
2024-07-07,ARM,ARMENIA,EUR,,,,
2024-07-07,ABW,ARUBA,AMR,,,,
2024-07-07,AUS,AUSTRALIA,WPR,,23,,99
2024-07-07,AUT,AUSTRIA,EUR,,,,
2024-07-07,AZE,AZERBAIJAN,EUR,,,,
2024-07-07,BHS,BAHAMAS,AMR,2,0,8,2
2024-07-07,BHR,BAHRAIN,EMR,,,,
2024-07-07,BGD,BANGLADESH,SEAR,1,,12,
2024-07-07,BRB,BARBADOS,AMR,,,,
2024-07-07,BLR,BELARUS,EUR,,,,
2024-07-07,BEL,BELGIUM,EUR,,,,
2024-07-07,BLZ,BELIZE,AMR,,,,
2024-07-07,BEN,BENIN,AFR,,,,
2024-07-07,BMU,BERMUDA,AMR,,,,
2024-07-07,BTN,BHUTAN,SEAR,,,,
2024-07-07,BOL,BOLIVIA (PLURINATIONAL STATE OF),AMR,0,0,1,0
2024-07-07,BES,"BONAIRE, SINT EUSTATIUS AND SABA",AMR,,,,
2024-07-07,BIH,BOSNIA AND HERZEGOVINA,EUR,3,0,4,0
2024-07-07,BWA,BOTSWANA,AFR,,,,
2024-07-07,BRA,BRAZIL,AMR,266,83,966,294
2024-07-07,VGB,BRITISH VIRGIN ISLANDS,AMR,0,0,0,0
2024-07-07,BRN,BRUNEI DARUSSALAM,WPR,13,0,42,0
2024-07-07,BGR,BULGARIA,EUR,0,,5,
2024-07-07,BFA,BURKINA FASO,AFR,,,,
2024-07-07,BDI,BURUNDI,AFR,,,0,0
2024-07-07,CPV,CABO VERDE,AFR,,,,
2024-07-07,KHM,CAMBODIA,WPR,,,,
2024-07-07,CMR,CAMEROON,AFR,,,,
2024-07-07,CAN,CANADA,AMR,128,7,482,26
2024-07-07,CYM,CAYMAN ISLANDS,AMR,,,,
2024-07-07,CAF,CENTRAL AFRICAN REPUBLIC,AFR,,,,
2024-07-07,TCD,CHAD,AFR,,,,
2024-07-07,CHL,CHILE,AMR,7,0,21,1
2024-07-07,CHN,CHINA,WPR,,,,
2024-07-07,COL,COLOMBIA,AMR,298,,787,
2024-07-07,COM,COMOROS,AFR,,,,
2024-07-07,COG,CONGO,AFR,,,,
2024-07-07,COK,COOK ISLANDS,WPR,,,,
2024-07-07,CRI,COSTA RICA,AMR,38,3,110,8
2024-07-07,CIV,CÔTE D’IVOIRE,AFR,,,,
2024-07-07,HRV,CROATIA,EUR,,,,
2024-07-07,CUB,CUBA,AMR,,,,
2024-07-07,CUW,CURAÇAO,AMR,,,,
2024-07-07,CYP,CYPRUS,EUR,67,1,181,4
2024-07-07,CZE,CZECHIA,EUR,2,1,15,1
2024-07-07,PRK,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,SEAR,,,,
2024-07-07,COD,DEMOCRATIC REPUBLIC OF THE CONGO,AFR,,,,
2024-07-07,DNK,DENMARK,EUR,107,,309,
2024-07-07,DJI,DJIBOUTI,EMR,,,,
2024-07-07,DMA,DOMINICA,AMR,0,,0,
2024-07-07,DOM,DOMINICAN REPUBLIC,AMR,,,,
2024-07-07,ECU,ECUADOR,AMR,27,7,199,11
2024-07-07,EGY,EGYPT,EMR,,,,
2024-07-07,SLV,EL SALVADOR,AMR,,,,
2024-07-07,GNQ,EQUATORIAL GUINEA,AFR,,,,
2024-07-07,ERI,ERITREA,AFR,,,,
2024-07-07,EST,ESTONIA,EUR,,,,
2024-07-07,SWZ,ESWATINI,AFR,,,,
2024-07-07,ETH,ETHIOPIA,AFR,,,,
2024-07-07,FLK,FALKLAND ISLANDS (MALVINAS),AMR,,,,
2024-07-07,FRO,FAROE ISLANDS,EUR,,,,
2024-07-07,FJI,FIJI,WPR,,,,
2024-07-07,FIN,FINLAND,EUR,,,,
2024-07-07,FRA,FRANCE,EUR,,,,
2024-07-07,GUF,FRENCH GUIANA,AMR,,,,
2024-07-07,PYF,FRENCH POLYNESIA,WPR,,,,
2024-07-07,GAB,GABON,AFR,,,,
2024-07-07,GMB,GAMBIA,AFR,,,,
2024-07-07,GEO,GEORGIA,EUR,5,,15,
2024-07-07,DEU,GERMANY,EUR,,,,
2024-07-07,GHA,GHANA,AFR,,,,
2024-07-07,GIB,GIBRALTAR,EUR,,,,
2024-07-07,GRC,GREECE,EUR,575,10,1858,23
2024-07-07,GRL,GREENLAND,EUR,,,,
2024-07-07,GRD,GRENADA,AMR,,,,
2024-07-07,GLP,GUADELOUPE,AMR,,,,
2024-07-07,GUM,GUAM,WPR,,,,
2024-07-07,GTM,GUATEMALA,AMR,0,0,6,0
2024-07-07,GGY,GUERNSEY,EUR,,,,
2024-07-07,GIN,GUINEA,AFR,,,,
2024-07-07,GNB,GUINEA-BISSAU,AFR,,,,
2024-07-07,GUY,GUYANA,AMR,0,0,2,0
2024-07-07,HTI,HAITI,AMR,0,0,0,0
2024-07-07,VAT,HOLY SEE,EUR,,,,
2024-07-07,HND,HONDURAS,AMR,8,0,17,0
2024-07-07,HUN,HUNGARY,EUR,6,0,7,0
2024-07-07,ISL,ICELAND,EUR,,,,
2024-07-07,IND,INDIA,SEAR,,,,
2024-07-07,IDN,INDONESIA,SEAR,,,,
2024-07-07,XXL,International commercial vessel,OTHER,,,,
2024-07-07,XXF,International conveyance (American Samoa),OTHER,,,,
2024-07-07,XXJ,International conveyance (Diamond Princess),OTHER,,,,
2024-07-07,XXI,International conveyance (Kiribati),OTHER,,,,
2024-07-07,XXG,International conveyance (Solomon Islands),OTHER,,,,
2024-07-07,XXH,International conveyance (Vanuatu),OTHER,,,,
2024-07-07,IRN,IRAN (ISLAMIC REPUBLIC OF),EMR,,,,
2024-07-07,IRQ,IRAQ,EMR,,,,
2024-07-07,IRL,IRELAND,EUR,428,5,1636,17
2024-07-07,IMN,ISLE OF MAN,EUR,,,,
2024-07-07,ISR,ISRAEL,EUR,,,,
2024-07-07,ITA,ITALY,EUR,408,9,1224,34
2024-07-07,JAM,JAMAICA,AMR,,,,
2024-07-07,JPN,JAPAN,WPR,,,,
2024-07-07,JEY,JERSEY,EUR,,,,
2024-07-07,JOR,JORDAN,EMR,,,,
2024-07-07,KAZ,KAZAKHSTAN,EUR,,,,
2024-07-07,KEN,KENYA,AFR,,,,
2024-07-07,KIR,KIRIBATI,WPR,,,,
2024-07-07,XKX,Kosovo (in accordance with UN Security Council Resolution 1244 (1999)),EUR,,,,
2024-07-07,KWT,KUWAIT,EMR,,,,
2024-07-07,KGZ,KYRGYZSTAN,EUR,,,,
2024-07-07,LAO,LAO PEOPLE'S DEMOCRATIC REPUBLIC,WPR,,,,
2024-07-07,LVA,LATVIA,EUR,,,,
2024-07-07,LBN,LEBANON,EMR,,,,
2024-07-07,LSO,LESOTHO,AFR,,,,
2024-07-07,LBR,LIBERIA,AFR,,,,
2024-07-07,LBY,LIBYA,EMR,,,,
2024-07-07,LIE,LIECHTENSTEIN,EUR,,,,
2024-07-07,LTU,LITHUANIA,EUR,,,,
2024-07-07,LUX,LUXEMBOURG,EUR,,,,
2024-07-07,MDG,MADAGASCAR,AFR,,,,
2024-07-07,MWI,MALAWI,AFR,,,,
2024-07-07,MYS,MALAYSIA,WPR,254,7,895,14
2024-07-07,MDV,MALDIVES,SEAR,,,,
2024-07-07,MLI,MALI,AFR,,,,
2024-07-07,MLT,MALTA,EUR,83,6,263,12
2024-07-07,MHL,MARSHALL ISLANDS,WPR,,,,
2024-07-07,MTQ,MARTINIQUE,AMR,,,,
2024-07-07,MRT,MAURITANIA,AFR,0,0,0,0
2024-07-07,MUS,MAURITIUS,AFR,2,0,9,0
2024-07-07,MYT,MAYOTTE,AFR,,,,
2024-07-07,MEX,MEXICO,AMR,125,7,345,13
2024-07-07,FSM,MICRONESIA (FEDERATED STATES OF),WPR,,,,
2024-07-07,MCO,MONACO,EUR,,,,
2024-07-07,MNG,MONGOLIA,WPR,0,0,0,0
2024-07-07,MNE,MONTENEGRO,EUR,,,,
2024-07-07,MSR,MONTSERRAT,AMR,,,,
2024-07-07,MAR,MOROCCO,EMR,,,,
2024-07-07,MOZ,MOZAMBIQUE,AFR,,,,
2024-07-07,MMR,MYANMAR,SEAR,,,,
2024-07-07,NAM,NAMIBIA,AFR,,,,
2024-07-07,NRU,NAURU,WPR,,,,
2024-07-07,NPL,NEPAL,SEAR,,,,
2024-07-07,NLD,NETHERLANDS,EUR,,,,
2024-07-07,NCL,NEW CALEDONIA,WPR,,,,
2024-07-07,NZL,NEW ZEALAND,WPR,189,2,971,34
2024-07-07,NIC,NICARAGUA,AMR,,,,
2024-07-07,NER,NIGER,AFR,,,,
2024-07-07,NGA,NIGERIA,AFR,,,,
2024-07-07,NIU,NIUE,WPR,,,,
2024-07-07,MKD,NORTH MACEDONIA,EUR,2,0,3,0
2024-07-07,MNP,NORTHERN MARIANA ISLANDS (COMMONWEALTH OF THE),WPR,,,,
2024-07-07,NOR,NORWAY,EUR,,,,1
2024-07-07,PSE,"OCCUPIED PALESTINIAN TERRITORY, INCLUDING EAST JERUSALEM",EMR,,,,
2024-07-07,OMN,OMAN,EMR,,,,
2024-07-07,PAK,PAKISTAN,EMR,,,,
2024-07-07,PLW,PALAU,WPR,,,,
2024-07-07,PAN,PANAMA,AMR,14,2,56,2
2024-07-07,PNG,PAPUA NEW GUINEA,WPR,,,,
2024-07-07,PRY,PARAGUAY,AMR,,,,
2024-07-07,PER,PERU,AMR,9,0,34,1
2024-07-07,PHL,PHILIPPINES,WPR,,,,
2024-07-07,PCN,PITCAIRN ISLANDS,WPR,,,,
2024-07-07,POL,POLAND,EUR,2,,3,
2024-07-07,PRT,PORTUGAL,EUR,88,,92,
2024-07-07,PRI,PUERTO RICO,AMR,,,,
2024-07-07,QAT,QATAR,EMR,,,,
2024-07-07,KOR,REPUBLIC OF KOREA,WPR,,,,
2024-07-07,MDA,REPUBLIC OF MOLDOVA,EUR,,,,
2024-07-07,REU,RÉUNION,AFR,,,,
2024-07-07,ROU,ROMANIA,EUR,,,,
2024-07-07,RUS,RUSSIAN FEDERATION,EUR,893,,4680,
2024-07-07,RWA,RWANDA,AFR,,,,
2024-07-07,BLM,SAINT BARTHÉLEMY,AMR,,,,
2024-07-07,SHN,SAINT HELENA,AFR,,,,
2024-07-07,KNA,SAINT KITTS AND NEVIS,AMR,,,,
2024-07-07,LCA,SAINT LUCIA,AMR,0,,0,
2024-07-07,MAF,SAINT MARTIN,AMR,,,,
2024-07-07,SPM,SAINT PIERRE AND MIQUELON,AMR,,,,
2024-07-07,VCT,SAINT VINCENT AND THE GRENADINES,AMR,,,,
2024-07-07,WSM,SAMOA,WPR,,,,
2024-07-07,SMR,SAN MARINO,EUR,,,,
2024-07-07,STP,SAO TOME AND PRINCIPE,AFR,,,,
2024-07-07,SAU,SAUDI ARABIA,EMR,,,,
2024-07-07,SEN,SENEGAL,AFR,,,,
2024-07-07,SRB,SERBIA,EUR,,,,
2024-07-07,SYC,SEYCHELLES,AFR,,,,
2024-07-07,SLE,SIERRA LEONE,AFR,,,,
2024-07-07,SGP,SINGAPORE,WPR,124,1,727,14
2024-07-07,SXM,SINT MAARTEN,AMR,,,,
2024-07-07,SVK,SLOVAKIA,EUR,4,0,12,2
2024-07-07,SVN,SLOVENIA,EUR,,,,
2024-07-07,SLB,SOLOMON ISLANDS,WPR,,,,
2024-07-07,SOM,SOMALIA,EMR,,,,
2024-07-07,ZAF,SOUTH AFRICA,AFR,,,,
2024-07-07,SSD,SOUTH SUDAN,AFR,,,,
2024-07-07,ESP,SPAIN,EUR,,,,
2024-07-07,LKA,SRI LANKA,SEAR,,,,
2024-07-07,SDN,SUDAN,EMR,,,,
2024-07-07,SUR,SURINAME,AMR,0,,1,
2024-07-07,SWE,SWEDEN,EUR,,1,,5
2024-07-07,CHE,SWITZERLAND,EUR,,,,
2024-07-07,SYR,SYRIAN ARAB REPUBLIC,EMR,,,,
2024-07-07,TJK,TAJIKISTAN,EUR,,,,
2024-07-07,THA,THAILAND,SEAR,1377,,9337,
2024-07-07,GBR,THE UNITED KINGDOM,EUR,,,,
2024-07-07,TLS,TIMOR-LESTE,SEAR,,,,
2024-07-07,TGO,TOGO,AFR,,,,
2024-07-07,TKL,TOKELAU,WPR,,,,
2024-07-07,TON,TONGA,WPR,,,,
2024-07-07,TTO,TRINIDAD AND TOBAGO,AMR,,,,
2024-07-07,TUN,TUNISIA,EMR,,,,
2024-07-07,TUR,TURKEY,EUR,,,,
2024-07-07,TKM,TURKMENISTAN,EUR,,,,
2024-07-07,TCA,TURKS AND CAICOS ISLANDS,AMR,1,,2,
2024-07-07,TUV,TUVALU,WPR,,,,
2024-07-07,UGA,UGANDA,AFR,,,,
2024-07-07,UKR,UKRAINE,EUR,0,0,1,0
2024-07-07,ARE,UNITED ARAB EMIRATES,EMR,,,,
2024-07-07,TZA,UNITED REPUBLIC OF TANZANIA,AFR,,,,
2024-07-07,USA,UNITED STATES OF AMERICA,AMR,1017,,3234,
2024-07-07,VIR,UNITED STATES VIRGIN ISLANDS,AMR,,,,
2024-07-07,URY,URUGUAY,AMR,3,0,13,2
2024-07-07,UZB,UZBEKISTAN,EUR,,,,
2024-07-07,VUT,VANUATU,WPR,,,,
2024-07-07,VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),AMR,,,,
2024-07-07,VNM,VIET NAM,WPR,,,,
2024-07-07,WLF,WALLIS AND FUTUNA,WPR,,,,
2024-07-07,YEM,YEMEN,EMR,,,,
2024-07-07,ZMB,ZAMBIA,AFR,,,,
2024-07-07,ZWE,ZIMBABWE,AFR,,,,
2024-06-30,AFG,AFGHANISTAN,EMR,,,,
2024-06-30,ALB,ALBANIA,EUR,8,,20,
2024-06-30,DZA,ALGERIA,AFR,,,,
2024-06-30,ASM,AMERICAN SAMOA,WPR,,,,
2024-06-30,AND,ANDORRA,EUR,,,,
2024-06-30,AGO,ANGOLA,AFR,0,0,0,0
2024-06-30,AIA,ANGUILLA,AMR,,,,
2024-06-30,ATG,ANTIGUA AND BARBUDA,AMR,,,,
2024-06-30,ARG,ARGENTINA,AMR,45,,189,
2024-06-30,ARM,ARMENIA,EUR,,,,
2024-06-30,ABW,ARUBA,AMR,,,,
2024-06-30,AUS,AUSTRALIA,WPR,,22,,112
2024-06-30,AUT,AUSTRIA,EUR,,,,
2024-06-30,AZE,AZERBAIJAN,EUR,,,,
2024-06-30,BHS,BAHAMAS,AMR,3,1,6,2
2024-06-30,BHR,BAHRAIN,EMR,,,,
2024-06-30,BGD,BANGLADESH,SEAR,2,,18,
2024-06-30,BRB,BARBADOS,AMR,,,,
2024-06-30,BLR,BELARUS,EUR,,,,
2024-06-30,BEL,BELGIUM,EUR,,,,
2024-06-30,BLZ,BELIZE,AMR,,,,
2024-06-30,BEN,BENIN,AFR,,,,
2024-06-30,BMU,BERMUDA,AMR,,,,
2024-06-30,BTN,BHUTAN,SEAR,,,,
2024-06-30,BOL,BOLIVIA (PLURINATIONAL STATE OF),AMR,0,0,1,0
2024-06-30,BES,"BONAIRE, SINT EUSTATIUS AND SABA",AMR,,,,
2024-06-30,BIH,BOSNIA AND HERZEGOVINA,EUR,0,0,2,0
2024-06-30,BWA,BOTSWANA,AFR,,,,
2024-06-30,BRA,BRAZIL,AMR,227,58,895,277
2024-06-30,VGB,BRITISH VIRGIN ISLANDS,AMR,0,0,0,0
2024-06-30,BRN,BRUNEI DARUSSALAM,WPR,12,0,37,0
2024-06-30,BGR,BULGARIA,EUR,1,,14,
2024-06-30,BFA,BURKINA FASO,AFR,,,,
2024-06-30,BDI,BURUNDI,AFR,,,0,0
2024-06-30,CPV,CABO VERDE,AFR,,,,
2024-06-30,KHM,CAMBODIA,WPR,,,,
2024-06-30,CMR,CAMEROON,AFR,,,,
2024-06-30,CAN,CANADA,AMR,117,7,500,32
2024-06-30,CYM,CAYMAN ISLANDS,AMR,,,,
2024-06-30,CAF,CENTRAL AFRICAN REPUBLIC,AFR,,,,
2024-06-30,TCD,CHAD,AFR,,,,
2024-06-30,CHL,CHILE,AMR,6,0,22,2
2024-06-30,CHN,CHINA,WPR,,,,
2024-06-30,COL,COLOMBIA,AMR,188,,614,
2024-06-30,COM,COMOROS,AFR,,,,
2024-06-30,COG,CONGO,AFR,,,,
2024-06-30,COK,COOK ISLANDS,WPR,,,,
2024-06-30,CRI,COSTA RICA,AMR,24,1,86,6
2024-06-30,CIV,CÔTE D’IVOIRE,AFR,,,,
2024-06-30,HRV,CROATIA,EUR,,,,
2024-06-30,CUB,CUBA,AMR,,,,
2024-06-30,CUW,CURAÇAO,AMR,,,,
2024-06-30,CYP,CYPRUS,EUR,58,2,130,4
2024-06-30,CZE,CZECHIA,EUR,5,,16,
2024-06-30,PRK,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,SEAR,,,,
2024-06-30,COD,DEMOCRATIC REPUBLIC OF THE CONGO,AFR,,,,
2024-06-30,DNK,DENMARK,EUR,79,,234,
2024-06-30,DJI,DJIBOUTI,EMR,,,,
2024-06-30,DMA,DOMINICA,AMR,0,,0,
2024-06-30,DOM,DOMINICAN REPUBLIC,AMR,,,,
2024-06-30,ECU,ECUADOR,AMR,28,2,239,6
2024-06-30,EGY,EGYPT,EMR,,,,
2024-06-30,SLV,EL SALVADOR,AMR,,,,
2024-06-30,GNQ,EQUATORIAL GUINEA,AFR,,,,
2024-06-30,ERI,ERITREA,AFR,,,,
2024-06-30,EST,ESTONIA,EUR,,,,
2024-06-30,SWZ,ESWATINI,AFR,,,,
2024-06-30,ETH,ETHIOPIA,AFR,,,,
2024-06-30,FLK,FALKLAND ISLANDS (MALVINAS),AMR,,,,
