Date_reported,Country_code,Country,WHO_region,Covid_new_hospitalizations_last_7days,Covid_new_icu_admissions_last_7days,Covid_new_hospitalizations_last_28days,Covid_new_icu_admissions_last_28days
2025-03-02,AFG,AFGHANISTAN,EMR,,,,
2025-03-02,ALB,ALBANIA,EUR,,,,
2025-03-02,DZA,ALGERIA,AFR,,,,
2025-03-02,ASM,AMERICAN SAMOA,WPR,,,,
2025-03-02,AND,ANDORRA,EUR,,,,
2025-03-02,AGO,ANGOLA,AFR,,,,
2025-03-02,AIA,ANGUILLA,AMR,,,,
2025-03-02,ATG,ANTIGUA AND BARBUDA,AMR,,,,
2025-03-02,ARG,ARGENTINA,AMR,13,,88,
2025-03-02,ARM,ARMENIA,EUR,,,,
2025-03-02,ABW,ARUBA,AMR,,,,
2025-03-02,AUS,AUSTRALIA,WPR,,6,,27
2025-03-02,AUT,AUSTRIA,EUR,,,,
2025-03-02,AZE,AZERBAIJAN,EUR,,,,
2025-03-02,BHS,BAHAMAS,AMR,,,,
2025-03-02,BHR,BAHRAIN,EMR,,,,
2025-03-02,BGD,BANGLADESH,SEAR,,,,
2025-03-02,BRB,BARBADOS,AMR,,,,
2025-03-02,BLR,BELARUS,EUR,,,,
2025-03-02,BEL,BELGIUM,EUR,,,,
2025-03-02,BLZ,BELIZE,AMR,,,,
2025-03-02,BEN,BENIN,AFR,,,,
2025-03-02,BMU,BERMUDA,AMR,,,,
2025-03-02,BTN,BHUTAN,SEAR,,,,
2025-03-02,BOL,BOLIVIA (PLURINATIONAL STATE OF),AMR,,,,
2025-03-02,BES,"BONAIRE, SINT EUSTATIUS AND SABA",AMR,,,,
2025-03-02,BIH,BOSNIA AND HERZEGOVINA,EUR,,,,
2025-03-02,BWA,BOTSWANA,AFR,,,,
2025-03-02,BRA,BRAZIL,AMR,35,9,545,166
2025-03-02,VGB,BRITISH VIRGIN ISLANDS,AMR,0,0,0,0
2025-03-02,BRN,BRUNEI DARUSSALAM,WPR,0,0,1,0
2025-03-02,BGR,BULGARIA,EUR,,,,
2025-03-02,BFA,BURKINA FASO,AFR,,,,
2025-03-02,BDI,BURUNDI,AFR,,,,
2025-03-02,CPV,CABO VERDE,AFR,,,,
2025-03-02,KHM,CAMBODIA,WPR,,,,
2025-03-02,CMR,CAMEROON,AFR,,,,
2025-03-02,CAN,CANADA,AMR,,,,
2025-03-02,CYM,CAYMAN ISLANDS,AMR,,,,
2025-03-02,CAF,CENTRAL AFRICAN REPUBLIC,AFR,,,,
2025-03-02,TCD,CHAD,AFR,,,,
2025-03-02,CHL,CHILE,AMR,8,2,28,12
2025-03-02,CHN,CHINA,WPR,,,,
2025-03-02,COL,COLOMBIA,AMR,139,0,404,0
2025-03-02,COM,COMOROS,AFR,,,,
2025-03-02,COG,CONGO,AFR,,,,
2025-03-02,COK,COOK ISLANDS,WPR,,,,
2025-03-02,CRI,COSTA RICA,AMR,0,0,34,3
2025-03-02,CIV,CÔTE D’IVOIRE,AFR,,,,
2025-03-02,HRV,CROATIA,EUR,,,,
2025-03-02,CUB,CUBA,AMR,,,,
2025-03-02,CUW,CURAÇAO,AMR,,,,
2025-03-02,CYP,CYPRUS,EUR,,,,
2025-03-02,CZE,CZECHIA,EUR,20,2,59,2
2025-03-02,PRK,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,SEAR,,,,
2025-03-02,COD,DEMOCRATIC REPUBLIC OF THE CONGO,AFR,,,,
2025-03-02,DNK,DENMARK,EUR,46,,232,
2025-03-02,DJI,DJIBOUTI,EMR,,,,
2025-03-02,DMA,DOMINICA,AMR,,,,
2025-03-02,DOM,DOMINICAN REPUBLIC,AMR,,,,
2025-03-02,ECU,ECUADOR,AMR,,,11,1
2025-03-02,EGY,EGYPT,EMR,,,,
2025-03-02,SLV,EL SALVADOR,AMR,,,,
2025-03-02,GNQ,EQUATORIAL GUINEA,AFR,,,,
2025-03-02,ERI,ERITREA,AFR,,,,
2025-03-02,EST,ESTONIA,EUR,,,,
2025-03-02,SWZ,ESWATINI,AFR,,,,
2025-03-02,ETH,ETHIOPIA,AFR,,,,
2025-03-02,FLK,FALKLAND ISLANDS (MALVINAS),AMR,,,,
2025-03-02,FRO,FAROE ISLANDS,EUR,,,,
2025-03-02,FJI,FIJI,WPR,,,,
2025-03-02,FIN,FINLAND,EUR,,,,
2025-03-02,FRA,FRANCE,EUR,1,1,15,18
2025-03-02,GUF,FRENCH GUIANA,AMR,,,,
2025-03-02,PYF,FRENCH POLYNESIA,WPR,,,,
2025-03-02,GAB,GABON,AFR,,,,
2025-03-02,GMB,GAMBIA,AFR,,,,
2025-03-02,GEO,GEORGIA,EUR,,,,
2025-03-02,DEU,GERMANY,EUR,,,,
2025-03-02,GHA,GHANA,AFR,,,,
2025-03-02,GIB,GIBRALTAR,EUR,,,,
2025-03-02,GRC,GREECE,EUR,153,3,637,7
2025-03-02,GRL,GREENLAND,EUR,,,,
2025-03-02,GRD,GRENADA,AMR,,,,
2025-03-02,GLP,GUADELOUPE,AMR,,,,
2025-03-02,GUM,GUAM,WPR,,,,
2025-03-02,GTM,GUATEMALA,AMR,0,0,0,0
2025-03-02,GGY,GUERNSEY,EUR,,,,
2025-03-02,GIN,GUINEA,AFR,,,,
2025-03-02,GNB,GUINEA-BISSAU,AFR,,,,
2025-03-02,GUY,GUYANA,AMR,,,0,0
2025-03-02,HTI,HAITI,AMR,0,0,0,0
2025-03-02,VAT,HOLY SEE,EUR,,,,
2025-03-02,HND,HONDURAS,AMR,,,,
2025-03-02,HUN,HUNGARY,EUR,,,6,1
2025-03-02,ISL,ICELAND,EUR,,,,
2025-03-02,IND,INDIA,SEAR,,,,
2025-03-02,IDN,INDONESIA,SEAR,,,,
2025-03-02,XXL,International commercial vessel,OTHER,,,,
2025-03-02,XXF,International conveyance (American Samoa),OTHER,,,,
2025-03-02,XXJ,International conveyance (Diamond Princess),OTHER,,,,
2025-03-02,XXI,International conveyance (Kiribati),OTHER,,,,
2025-03-02,XXG,International conveyance (Solomon Islands),OTHER,,,,
2025-03-02,XXH,International conveyance (Vanuatu),OTHER,,,,
2025-03-02,IRN,IRAN (ISLAMIC REPUBLIC OF),EMR,,,,
2025-03-02,IRQ,IRAQ,EMR,,,,
2025-03-02,IRL,IRELAND,EUR,35,1,143,5
2025-03-02,IMN,ISLE OF MAN,EUR,,,,
2025-03-02,ISR,ISRAEL,EUR,,,,
2025-03-02,ITA,ITALY,EUR,99,14,480,52
2025-03-02,JAM,JAMAICA,AMR,,,,
2025-03-02,JPN,JAPAN,WPR,,,,
2025-03-02,JEY,JERSEY,EUR,,,,
2025-03-02,JOR,JORDAN,EMR,,,,
2025-03-02,KAZ,KAZAKHSTAN,EUR,,,,
2025-03-02,KEN,KENYA,AFR,,,,
2025-03-02,KIR,KIRIBATI,WPR,,,,
2025-03-02,XKX,Kosovo (in accordance with UN Security Council Resolution 1244 (1999)),EUR,,,,
2025-03-02,KWT,KUWAIT,EMR,,,,
2025-03-02,KGZ,KYRGYZSTAN,EUR,,,,
2025-03-02,LAO,LAO PEOPLE'S DEMOCRATIC REPUBLIC,WPR,,,,
2025-03-02,LVA,LATVIA,EUR,,,,
2025-03-02,LBN,LEBANON,EMR,,,,
2025-03-02,LSO,LESOTHO,AFR,,,,
2025-03-02,LBR,LIBERIA,AFR,,,,
2025-03-02,LBY,LIBYA,EMR,,,,
2025-03-02,LIE,LIECHTENSTEIN,EUR,,,,
2025-03-02,LTU,LITHUANIA,EUR,18,3,62,4
2025-03-02,LUX,LUXEMBOURG,EUR,,,,
2025-03-02,MDG,MADAGASCAR,AFR,,,,
2025-03-02,MWI,MALAWI,AFR,,,,
2025-03-02,MYS,MALAYSIA,WPR,,,,
2025-03-02,MDV,MALDIVES,SEAR,,,,
2025-03-02,MLI,MALI,AFR,,,,
2025-03-02,MLT,MALTA,EUR,1,,3,1
2025-03-02,MHL,MARSHALL ISLANDS,WPR,,,,
2025-03-02,MTQ,MARTINIQUE,AMR,,,,
2025-03-02,MRT,MAURITANIA,AFR,0,0,0,0
2025-03-02,MUS,MAURITIUS,AFR,,,6,0
2025-03-02,MYT,MAYOTTE,AFR,,,,
2025-03-02,MEX,MEXICO,AMR,,,,
2025-03-02,FSM,MICRONESIA (FEDERATED STATES OF),WPR,,,,
2025-03-02,MCO,MONACO,EUR,,,,
2025-03-02,MNG,MONGOLIA,WPR,,,,
2025-03-02,MNE,MONTENEGRO,EUR,,,,
2025-03-02,MSR,MONTSERRAT,AMR,,,,
2025-03-02,MAR,MOROCCO,EMR,,,,
2025-03-02,MOZ,MOZAMBIQUE,AFR,,,,
2025-03-02,MMR,MYANMAR,SEAR,,,,
2025-03-02,NAM,NAMIBIA,AFR,,,,
2025-03-02,NRU,NAURU,WPR,,,,
2025-03-02,NPL,NEPAL,SEAR,,,,
2025-03-02,NLD,NETHERLANDS,EUR,,,,
2025-03-02,NCL,NEW CALEDONIA,WPR,,,,
2025-03-02,NZL,NEW ZEALAND,WPR,79,4,311,14
2025-03-02,NIC,NICARAGUA,AMR,,,,
2025-03-02,NER,NIGER,AFR,,,,
2025-03-02,NGA,NIGERIA,AFR,,,,
2025-03-02,NIU,NIUE,WPR,,,,
2025-03-02,MKD,NORTH MACEDONIA,EUR,0,,0,
2025-03-02,MNP,NORTHERN MARIANA ISLANDS (COMMONWEALTH OF THE),WPR,,,,
2025-03-02,NOR,NORWAY,EUR,,,,
2025-03-02,PSE,"OCCUPIED PALESTINIAN TERRITORY, INCLUDING EAST JERUSALEM",EMR,,,,
2025-03-02,OMN,OMAN,EMR,,,,
2025-03-02,PAK,PAKISTAN,EMR,,,,
2025-03-02,PLW,PALAU,WPR,,,,
2025-03-02,PAN,PANAMA,AMR,,,38,10
2025-03-02,PNG,PAPUA NEW GUINEA,WPR,,,,
2025-03-02,PRY,PARAGUAY,AMR,,,,
2025-03-02,PER,PERU,AMR,,,,
2025-03-02,PHL,PHILIPPINES,WPR,,,,
2025-03-02,PCN,PITCAIRN ISLANDS,WPR,,,,
2025-03-02,POL,POLAND,EUR,,,,
2025-03-02,PRT,PORTUGAL,EUR,4,,4,
2025-03-02,PRI,PUERTO RICO,AMR,,,,
2025-03-02,QAT,QATAR,EMR,,,,
2025-03-02,KOR,REPUBLIC OF KOREA,WPR,,,,
2025-03-02,MDA,REPUBLIC OF MOLDOVA,EUR,,,,
2025-03-02,REU,RÉUNION,AFR,,,,
2025-03-02,ROU,ROMANIA,EUR,,,,
2025-03-02,RUS,RUSSIAN FEDERATION,EUR,839,,3776,
2025-03-02,RWA,RWANDA,AFR,,,,
2025-03-02,BLM,SAINT BARTHÉLEMY,AMR,,,,
2025-03-02,SHN,SAINT HELENA,AFR,,,,
2025-03-02,KNA,SAINT KITTS AND NEVIS,AMR,,,,
2025-03-02,LCA,SAINT LUCIA,AMR,0,0,0,0
2025-03-02,MAF,SAINT MARTIN,AMR,,,,
2025-03-02,SPM,SAINT PIERRE AND MIQUELON,AMR,,,,
2025-03-02,VCT,SAINT VINCENT AND THE GRENADINES,AMR,,,,
2025-03-02,WSM,SAMOA,WPR,,,,
2025-03-02,SMR,SAN MARINO,EUR,,,,
2025-03-02,STP,SAO TOME AND PRINCIPE,AFR,,,,
2025-03-02,SAU,SAUDI ARABIA,EMR,,,,
2025-03-02,SEN,SENEGAL,AFR,,,,
2025-03-02,SRB,SERBIA,EUR,,,,
2025-03-02,SYC,SEYCHELLES,AFR,,,,
2025-03-02,SLE,SIERRA LEONE,AFR,,,,
2025-03-02,SGP,SINGAPORE,WPR,41,2,196,4
2025-03-02,SXM,SINT MAARTEN,AMR,,,,
2025-03-02,SVK,SLOVAKIA,EUR,2,,11,1
2025-03-02,SVN,SLOVENIA,EUR,,,,
2025-03-02,SLB,SOLOMON ISLANDS,WPR,,,,
2025-03-02,SOM,SOMALIA,EMR,,,,
2025-03-02,ZAF,SOUTH AFRICA,AFR,,,,
2025-03-02,SSD,SOUTH SUDAN,AFR,,,,
2025-03-02,ESP,SPAIN,EUR,,,,
2025-03-02,LKA,SRI LANKA,SEAR,,,,
2025-03-02,SDN,SUDAN,EMR,,,,
2025-03-02,SUR,SURINAME,AMR,0,0,0,0
2025-03-02,SWE,SWEDEN,EUR,,3,,10
2025-03-02,CHE,SWITZERLAND,EUR,,,,
2025-03-02,SYR,SYRIAN ARAB REPUBLIC,EMR,,,,
2025-03-02,TJK,TAJIKISTAN,EUR,,,,
2025-03-02,THA,THAILAND,SEAR,,,,
2025-03-02,GBR,THE UNITED KINGDOM,EUR,,,,
2025-03-02,TLS,TIMOR-LESTE,SEAR,,,,
2025-03-02,TGO,TOGO,AFR,,,,
2025-03-02,TKL,TOKELAU,WPR,,,,
2025-03-02,TON,TONGA,WPR,,,,
2025-03-02,TTO,TRINIDAD AND TOBAGO,AMR,,,,
2025-03-02,TUN,TUNISIA,EMR,,,,
2025-03-02,TUR,TURKEY,EUR,,,,
2025-03-02,TKM,TURKMENISTAN,EUR,,,,
2025-03-02,TCA,TURKS AND CAICOS ISLANDS,AMR,0,0,0,0
2025-03-02,TUV,TUVALU,WPR,,,,
2025-03-02,UGA,UGANDA,AFR,,,,
2025-03-02,UKR,UKRAINE,EUR,0,0,5,3
2025-03-02,ARE,UNITED ARAB EMIRATES,EMR,,,,
2025-03-02,TZA,UNITED REPUBLIC OF TANZANIA,AFR,,,,
2025-03-02,USA,UNITED STATES OF AMERICA,AMR,686,,3378,
2025-03-02,VIR,UNITED STATES VIRGIN ISLANDS,AMR,,,,
2025-03-02,URY,URUGUAY,AMR,4,0,18,2
2025-03-02,UZB,UZBEKISTAN,EUR,,,,
2025-03-02,VUT,VANUATU,WPR,,,,
2025-03-02,VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),AMR,,,,
2025-03-02,VNM,VIET NAM,WPR,,,,
2025-03-02,WLF,WALLIS AND FUTUNA,WPR,,,,
2025-03-02,YEM,YEMEN,EMR,,,,
2025-03-02,ZMB,ZAMBIA,AFR,,,,
2025-03-02,ZWE,ZIMBABWE,AFR,,,,
2025-02-23,AFG,AFGHANISTAN,EMR,,,,
2025-02-23,ALB,ALBANIA,EUR,,,,
2025-02-23,DZA,ALGERIA,AFR,,,,
2025-02-23,ASM,AMERICAN SAMOA,WPR,,,,
2025-02-23,AND,ANDORRA,EUR,,,,
2025-02-23,AGO,ANGOLA,AFR,,,,
2025-02-23,AIA,ANGUILLA,AMR,,,,
2025-02-23,ATG,ANTIGUA AND BARBUDA,AMR,,,,
2025-02-23,ARG,ARGENTINA,AMR,23,,99,
2025-02-23,ARM,ARMENIA,EUR,,,,
2025-02-23,ABW,ARUBA,AMR,,,,
2025-02-23,AUS,AUSTRALIA,WPR,,7,,28
2025-02-23,AUT,AUSTRIA,EUR,,,,
2025-02-23,AZE,AZERBAIJAN,EUR,,,,
2025-02-23,BHS,BAHAMAS,AMR,,,,
2025-02-23,BHR,BAHRAIN,EMR,,,,
2025-02-23,BGD,BANGLADESH,SEAR,,,,
2025-02-23,BRB,BARBADOS,AMR,,,,
2025-02-23,BLR,BELARUS,EUR,,,,
2025-02-23,BEL,BELGIUM,EUR,,,,
2025-02-23,BLZ,BELIZE,AMR,,,,
2025-02-23,BEN,BENIN,AFR,,,,
2025-02-23,BMU,BERMUDA,AMR,,,,
2025-02-23,BTN,BHUTAN,SEAR,,,,
2025-02-23,BOL,BOLIVIA (PLURINATIONAL STATE OF),AMR,,,,
2025-02-23,BES,"BONAIRE, SINT EUSTATIUS AND SABA",AMR,,,,
2025-02-23,BIH,BOSNIA AND HERZEGOVINA,EUR,,,,
2025-02-23,BWA,BOTSWANA,AFR,,,,
2025-02-23,BRA,BRAZIL,AMR,62,15,769,233
2025-02-23,VGB,BRITISH VIRGIN ISLANDS,AMR,0,0,0,0
2025-02-23,BRN,BRUNEI DARUSSALAM,WPR,0,0,2,1
2025-02-23,BGR,BULGARIA,EUR,,,,
2025-02-23,BFA,BURKINA FASO,AFR,,,,
2025-02-23,BDI,BURUNDI,AFR,,,,
2025-02-23,CPV,CABO VERDE,AFR,,,,
2025-02-23,KHM,CAMBODIA,WPR,,,,
2025-02-23,CMR,CAMEROON,AFR,,,,
2025-02-23,CAN,CANADA,AMR,,,,
2025-02-23,CYM,CAYMAN ISLANDS,AMR,,,,
2025-02-23,CAF,CENTRAL AFRICAN REPUBLIC,AFR,,,,
2025-02-23,TCD,CHAD,AFR,,,,
2025-02-23,CHL,CHILE,AMR,7,4,28,15
2025-02-23,CHN,CHINA,WPR,,,,
2025-02-23,COL,COLOMBIA,AMR,133,0,317,0
2025-02-23,COM,COMOROS,AFR,,,,
2025-02-23,COG,CONGO,AFR,,,,
2025-02-23,COK,COOK ISLANDS,WPR,,,,
2025-02-23,CRI,COSTA RICA,AMR,11,1,41,3
2025-02-23,CIV,CÔTE D’IVOIRE,AFR,,,,
2025-02-23,HRV,CROATIA,EUR,,,,
2025-02-23,CUB,CUBA,AMR,,,,
2025-02-23,CUW,CURAÇAO,AMR,,,,
2025-02-23,CYP,CYPRUS,EUR,,,,
2025-02-23,CZE,CZECHIA,EUR,13,,55,1
2025-02-23,PRK,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,SEAR,,,,
2025-02-23,COD,DEMOCRATIC REPUBLIC OF THE CONGO,AFR,,,,
2025-02-23,DNK,DENMARK,EUR,60,,255,
2025-02-23,DJI,DJIBOUTI,EMR,,,,
2025-02-23,DMA,DOMINICA,AMR,,,,
2025-02-23,DOM,DOMINICAN REPUBLIC,AMR,,,,
2025-02-23,ECU,ECUADOR,AMR,,,46,4
2025-02-23,EGY,EGYPT,EMR,,,,
2025-02-23,SLV,EL SALVADOR,AMR,,,,
2025-02-23,GNQ,EQUATORIAL GUINEA,AFR,,,,
2025-02-23,ERI,ERITREA,AFR,,,,
2025-02-23,EST,ESTONIA,EUR,,,,
2025-02-23,SWZ,ESWATINI,AFR,,,,
2025-02-23,ETH,ETHIOPIA,AFR,,,,
2025-02-23,FLK,FALKLAND ISLANDS (MALVINAS),AMR,,,,
2025-02-23,FRO,FAROE ISLANDS,EUR,,,,
2025-02-23,FJI,FIJI,WPR,,,,
2025-02-23,FIN,FINLAND,EUR,,,,
2025-02-23,FRA,FRANCE,EUR,1,3,18,21
2025-02-23,GUF,FRENCH GUIANA,AMR,,,,
2025-02-23,PYF,FRENCH POLYNESIA,WPR,,,,
2025-02-23,GAB,GABON,AFR,,,,
2025-02-23,GMB,GAMBIA,AFR,,,,
2025-02-23,GEO,GEORGIA,EUR,,,,
2025-02-23,DEU,GERMANY,EUR,,,,
2025-02-23,GHA,GHANA,AFR,,,,
2025-02-23,GIB,GIBRALTAR,EUR,,,,
2025-02-23,GRC,GREECE,EUR,126,1,718,9
2025-02-23,GRL,GREENLAND,EUR,,,,
2025-02-23,GRD,GRENADA,AMR,,,,
2025-02-23,GLP,GUADELOUPE,AMR,,,,
2025-02-23,GUM,GUAM,WPR,,,,
2025-02-23,GTM,GUATEMALA,AMR,0,0,0,0
2025-02-23,GGY,GUERNSEY,EUR,,,,
2025-02-23,GIN,GUINEA,AFR,,,,
2025-02-23,GNB,GUINEA-BISSAU,AFR,,,,
2025-02-23,GUY,GUYANA,AMR,0,0,0,0
2025-02-23,HTI,HAITI,AMR,0,0,0,0
2025-02-23,VAT,HOLY SEE,EUR,,,,
2025-02-23,HND,HONDURAS,AMR,,,,
2025-02-23,HUN,HUNGARY,EUR,,,8,1
2025-02-23,ISL,ICELAND,EUR,,,,
2025-02-23,IND,INDIA,SEAR,,,,
2025-02-23,IDN,INDONESIA,SEAR,,,,
2025-02-23,XXL,International commercial vessel,OTHER,,,,
2025-02-23,XXF,International conveyance (American Samoa),OTHER,,,,
2025-02-23,XXJ,International conveyance (Diamond Princess),OTHER,,,,
2025-02-23,XXI,International conveyance (Kiribati),OTHER,,,,
2025-02-23,XXG,International conveyance (Solomon Islands),OTHER,,,,
2025-02-23,XXH,International conveyance (Vanuatu),OTHER,,,,
2025-02-23,IRN,IRAN (ISLAMIC REPUBLIC OF),EMR,,,,
2025-02-23,IRQ,IRAQ,EMR,,,,
2025-02-23,IRL,IRELAND,EUR,40,1,149,6
2025-02-23,IMN,ISLE OF MAN,EUR,,,,
2025-02-23,ISR,ISRAEL,EUR,,,,
2025-02-23,ITA,ITALY,EUR,98,7,568,59
2025-02-23,JAM,JAMAICA,AMR,,,,
2025-02-23,JPN,JAPAN,WPR,,,,
2025-02-23,JEY,JERSEY,EUR,,,,
2025-02-23,JOR,JORDAN,EMR,,,,
2025-02-23,KAZ,KAZAKHSTAN,EUR,,,,
2025-02-23,KEN,KENYA,AFR,,,,
2025-02-23,KIR,KIRIBATI,WPR,,,,
2025-02-23,XKX,Kosovo (in accordance with UN Security Council Resolution 1244 (1999)),EUR,,,,
2025-02-23,KWT,KUWAIT,EMR,,,,
2025-02-23,KGZ,KYRGYZSTAN,EUR,,,,
2025-02-23,LAO,LAO PEOPLE'S DEMOCRATIC REPUBLIC,WPR,,,,
2025-02-23,LVA,LATVIA,EUR,,,,
2025-02-23,LBN,LEBANON,EMR,,,,
2025-02-23,LSO,LESOTHO,AFR,,,,
2025-02-23,LBR,LIBERIA,AFR,,,,
2025-02-23,LBY,LIBYA,EMR,,,,
2025-02-23,LIE,LIECHTENSTEIN,EUR,,,,
2025-02-23,LTU,LITHUANIA,EUR,16,0,52,2
2025-02-23,LUX,LUXEMBOURG,EUR,,,,
2025-02-23,MDG,MADAGASCAR,AFR,,,,
2025-02-23,MWI,MALAWI,AFR,,,,
2025-02-23,MYS,MALAYSIA,WPR,,,83,0
2025-02-23,MDV,MALDIVES,SEAR,,,,
2025-02-23,MLI,MALI,AFR,,,,
2025-02-23,MLT,MALTA,EUR,,,5,1
2025-02-23,MHL,MARSHALL ISLANDS,WPR,,,,
2025-02-23,MTQ,MARTINIQUE,AMR,,,,
2025-02-23,MRT,MAURITANIA,AFR,0,0,0,0
2025-02-23,MUS,MAURITIUS,AFR,2,0,8,0
2025-02-23,MYT,MAYOTTE,AFR,,,,
2025-02-23,MEX,MEXICO,AMR,,,,
2025-02-23,FSM,MICRONESIA (FEDERATED STATES OF),WPR,,,,
2025-02-23,MCO,MONACO,EUR,,,,
2025-02-23,MNG,MONGOLIA,WPR,,,,
2025-02-23,MNE,MONTENEGRO,EUR,,,,
2025-02-23,MSR,MONTSERRAT,AMR,,,,
2025-02-23,MAR,MOROCCO,EMR,,,,
2025-02-23,MOZ,MOZAMBIQUE,AFR,,,,
2025-02-23,MMR,MYANMAR,SEAR,,,,
2025-02-23,NAM,NAMIBIA,AFR,,,,
2025-02-23,NRU,NAURU,WPR,,,,
2025-02-23,NPL,NEPAL,SEAR,,,,
2025-02-23,NLD,NETHERLANDS,EUR,,,,
2025-02-23,NCL,NEW CALEDONIA,WPR,,,,
2025-02-23,NZL,NEW ZEALAND,WPR,70,4,303,13
2025-02-23,NIC,NICARAGUA,AMR,,,,
2025-02-23,NER,NIGER,AFR,,,,
2025-02-23,NGA,NIGERIA,AFR,,,,
2025-02-23,NIU,NIUE,WPR,,,,
2025-02-23,MKD,NORTH MACEDONIA,EUR,0,,0,
2025-02-23,MNP,NORTHERN MARIANA ISLANDS (COMMONWEALTH OF THE),WPR,,,,
2025-02-23,NOR,NORWAY,EUR,,,,
2025-02-23,PSE,"OCCUPIED PALESTINIAN TERRITORY, INCLUDING EAST JERUSALEM",EMR,,,,
2025-02-23,OMN,OMAN,EMR,,,,
2025-02-23,PAK,PAKISTAN,EMR,,,,
2025-02-23,PLW,PALAU,WPR,,,,
2025-02-23,PAN,PANAMA,AMR,,,58,14
2025-02-23,PNG,PAPUA NEW GUINEA,WPR,,,,
2025-02-23,PRY,PARAGUAY,AMR,,,,
2025-02-23,PER,PERU,AMR,,,,
2025-02-23,PHL,PHILIPPINES,WPR,,,,
2025-02-23,PCN,PITCAIRN ISLANDS,WPR,,,,
2025-02-23,POL,POLAND,EUR,,,1,
2025-02-23,PRT,PORTUGAL,EUR,0,,0,
2025-02-23,PRI,PUERTO RICO,AMR,,,,
2025-02-23,QAT,QATAR,EMR,,,,
2025-02-23,KOR,REPUBLIC OF KOREA,WPR,,,,
2025-02-23,MDA,REPUBLIC OF MOLDOVA,EUR,,,,
2025-02-23,REU,RÉUNION,AFR,,,,
2025-02-23,ROU,ROMANIA,EUR,,,,
2025-02-23,RUS,RUSSIAN FEDERATION,EUR,904,,4012,
2025-02-23,RWA,RWANDA,AFR,,,,
2025-02-23,BLM,SAINT BARTHÉLEMY,AMR,,,,
2025-02-23,SHN,SAINT HELENA,AFR,,,,
2025-02-23,KNA,SAINT KITTS AND NEVIS,AMR,,,,
2025-02-23,LCA,SAINT LUCIA,AMR,0,0,0,0
2025-02-23,MAF,SAINT MARTIN,AMR,,,,
2025-02-23,SPM,SAINT PIERRE AND MIQUELON,AMR,,,,
2025-02-23,VCT,SAINT VINCENT AND THE GRENADINES,AMR,,,,
2025-02-23,WSM,SAMOA,WPR,,,,
2025-02-23,SMR,SAN MARINO,EUR,,,,
2025-02-23,STP,SAO TOME AND PRINCIPE,AFR,,,,
2025-02-23,SAU,SAUDI ARABIA,EMR,,,,
2025-02-23,SEN,SENEGAL,AFR,,,,
2025-02-23,SRB,SERBIA,EUR,,,,
2025-02-23,SYC,SEYCHELLES,AFR,,,,
2025-02-23,SLE,SIERRA LEONE,AFR,,,,
2025-02-23,SGP,SINGAPORE,WPR,38,0,214,3
2025-02-23,SXM,SINT MAARTEN,AMR,,,,
2025-02-23,SVK,SLOVAKIA,EUR,4,1,13,1
2025-02-23,SVN,SLOVENIA,EUR,,,,
2025-02-23,SLB,SOLOMON ISLANDS,WPR,,,,
2025-02-23,SOM,SOMALIA,EMR,,,,
2025-02-23,ZAF,SOUTH AFRICA,AFR,,,,
2025-02-23,SSD,SOUTH SUDAN,AFR,,,,
2025-02-23,ESP,SPAIN,EUR,,,,
2025-02-23,LKA,SRI LANKA,SEAR,,,,
2025-02-23,SDN,SUDAN,EMR,,,,
2025-02-23,SUR,SURINAME,AMR,0,0,0,0
2025-02-23,SWE,SWEDEN,EUR,,2,,12
2025-02-23,CHE,SWITZERLAND,EUR,,,,
2025-02-23,SYR,SYRIAN ARAB REPUBLIC,EMR,,,,
2025-02-23,TJK,TAJIKISTAN,EUR,,,,
2025-02-23,THA,THAILAND,SEAR,,,1884,
2025-02-23,GBR,THE UNITED KINGDOM,EUR,,,,
2025-02-23,TLS,TIMOR-LESTE,SEAR,,,,
2025-02-23,TGO,TOGO,AFR,,,,
2025-02-23,TKL,TOKELAU,WPR,,,,
2025-02-23,TON,TONGA,WPR,,,,
2025-02-23,TTO,TRINIDAD AND TOBAGO,AMR,,,,
2025-02-23,TUN,TUNISIA,EMR,,,,
2025-02-23,TUR,TURKEY,EUR,,,,
2025-02-23,TKM,TURKMENISTAN,EUR,,,,
2025-02-23,TCA,TURKS AND CAICOS ISLANDS,AMR,0,0,0,0
2025-02-23,TUV,TUVALU,WPR,,,,
2025-02-23,UGA,UGANDA,AFR,,,,
2025-02-23,UKR,UKRAINE,EUR,1,1,5,4
2025-02-23,ARE,UNITED ARAB EMIRATES,EMR,,,,
2025-02-23,TZA,UNITED REPUBLIC OF TANZANIA,AFR,,,,
2025-02-23,USA,UNITED STATES OF AMERICA,AMR,796,,3699,
2025-02-23,VIR,UNITED STATES VIRGIN ISLANDS,AMR,,,,
2025-02-23,URY,URUGUAY,AMR,4,0,20,2
2025-02-23,UZB,UZBEKISTAN,EUR,,,,
2025-02-23,VUT,VANUATU,WPR,,,,
2025-02-23,VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),AMR,,,,
2025-02-23,VNM,VIET NAM,WPR,,,,
2025-02-23,WLF,WALLIS AND FUTUNA,WPR,,,,
